"","affy_hg_u133_plus_2","hgnc_symbol"
"43321","239935_at","MDGA2"
"43322","236935_at","PTPN4"
"43323","239705_at","IGHV3-74"
"43324","237760_at","LINC01364"
"43325","240402_at","KIRREL3"
"43326","235665_at",""
"43327","240336_at","HBM"
"43328","237032_x_at","SIPA1L1"
"43329","238757_at","DBF4B"
"43330","238508_at","DBF4B"
"43331","237200_at","LINC02028"
"43332","238318_at","IFT74"
"43333","239837_at","ADAM11"
"43334","240312_at",""
"43335","239303_at","PIWIL2"
"43336","239643_at","LINC02012"
"43337","235800_at","HSPA12A"
"43338","239420_at","LINC01187"
"43339","237956_s_at","C5orf58"
"43340","235550_at","MAP9"
"43341","239415_at","MAP9"
"43342","238924_at",""
"43343","236524_at","TM2D1"
"43344","239318_at","FAM118B"
"43345","238146_at","RMDN1"
"43346","237147_at",""
"43347","235704_at","DAZAP2"
"43348","238551_at","FUT11"
"43349","237217_at","MIR3152"
"43350","237217_at","ADAMTSL1"
"43351","239909_at","ADAMTSL1"
"43352","236536_at","GALNT13"
"43353","237540_at","LINC00644"
"43354","240242_at","ATP13A4"
"43355","237604_at","CNTFR-AS1"
"43356","235503_at","ASB5"
"43357","238622_at","RAP2B"
"43358","237324_s_at","HKDC1"
"43359","237323_at","HKDC1"
"43360","239082_at","FZD3"
"43361","235871_at","LIPH"
"43362","237286_at","INTS9"
"43363","236328_at","ZNF285"
"43364","239455_at","CPNE8-AS1"
"43365","238977_at","MCM6"
"43366","237515_at","TLCD4"
"43367","236204_at","COPS8"
"43368","236325_at","CEP126"
"43369","235956_at","CEP126"
"43370","239401_at","S1PR1"
"43371","240025_x_at","S1PR1"
"43372","236514_at","ACOT8"
"43373","236532_at","C11orf87"
"43374","236463_at","ADAD2"
"43375","236133_x_at","ZNF254"
"43376","237075_at",""
"43377","237151_s_at","CFAP221"
"43378","237152_at","CFAP221"
"43379","236423_at",""
"43380","238982_at","DENR"
"43381","238845_at","SLC30A4"
"43382","238637_at","NUP37"
"43383","238802_at","TYSND1"
"43384","239887_at","ITPR2-AS1"
"43385","235926_at","ANAPC5"
"43386","239651_at","ANAPC5"
"43387","238472_at","FBXO9"
"43388","238488_at","LRRC70"
"43389","240226_at","USP8"
"43390","236140_at","GCLM"
"43391","238017_at","SDR16C5"
"43392","238539_at","HPS3"
"43393","238206_at","RXFP1"
"43394","240447_at","SZT2"
"43395","237577_at","PCNP"
"43396","238488_at","IPO11"
"43397","239710_at","FIGN"
"43398","238964_at","FIGN"
"43399","239484_at","TRPM7"
"43400","240257_at","SYNJ2"
"43401","239746_at",""
"43402","239747_s_at",""
"43403","238679_at","MESD"
"43404","236695_at","STK4-DT"
"43405","239617_at","GHRLOS"
"43406","236259_at","STK4"
"43407","239337_at",""
"43408","238142_at",""
"43409","236098_at","SMIM6"
"43410","236129_at","GALNT5"
"43411","237183_at","GALNT5"
"43412","239810_at","VASH1"
"43413","240449_at","ZNF341"
"43414","235557_at","GPAT2P2"
"43415","240169_at","ARMCX3"
"43416","238229_at","TMEM67"
"43417","237598_at","SEC1P"
"43418","239525_at","CTTNBP2NL"
"43419","240169_at",""
"43420","239690_at",""
"43421","237622_at","ACO1"
"43422","240273_at","LINC01525"
"43423","240062_at","FAM3C"
"43424","237799_at","SLC22A12"
"43425","237610_at","PSMD14-DT"
"43426","238653_at","LRIG2"
"43427","239859_x_at","DMAC2L"
"43428","238799_at","DMAC2L"
"43429","236089_at","HECW2"
"43430","239290_at","FRMPD4"
"43431","240103_at","MAILR"
"43432","238881_at","SLC35A3"
"43433","237312_at","LINC02492"
"43434","239150_at","SNTN"
"43435","238543_x_at","MDGA1"
"43436","237273_at","KCNU1"
"43437","237240_at",""
"43438","240070_at","TIGIT"
"43439","239438_at","RAPGEF6"
"43440","236254_at","VPS13B"
"43441","235617_x_at","STRIT1"
"43442","235650_at","CDHR3"
"43443","238955_at","RFTN2"
"43444","235754_at","HFE"
"43445","235635_at","ARHGAP5"
"43446","238633_at","EPC1"
"43447","236995_x_at","TFEC"
"43448","236453_at","RPL7AP28"
"43449","237992_at",""
"43450","240040_at","PSTK"
"43451","237230_at","GPHA2"
"43452","236749_at","MNT"
"43453","238931_at","METTL16"
"43454","235667_at","USP46-DT"
"43455","237403_at","GFI1B"
"43456","238721_at","MDH1B"
"43457","238103_at","SMIM31"
"43458","240342_at","TRIM61"
"43459","238990_x_at","TRIM61"
"43460","236965_at","UBQLNL"
"43461","235700_at","CT45A7"
"43462","239596_at","SLC30A7"
"43463","237252_at","THBD"
"43464","238528_at","UBR1"
"43465","238232_at","MRGPRE"
"43466","236196_at","ZNF326"
"43467","236227_at","TMEM161B"
"43468","238783_at","TMEM161B"
"43469","237806_s_at","MIR646HG"
"43470","237805_at","MIR646HG"
"43471","236846_at","MIR646HG"
"43472","237787_at","TENT5C-DT"
"43473","239232_at","MSI2"
"43474","240243_at","NUDT6"
"43475","237856_at","RAP1GDS1"
"43476","237288_at","TGM7"
"43477","240206_at","TARS1"
"43478","239384_at",""
"43479","240066_at",""
"43480","238467_at","DYNLL2"
"43481","236151_at","SRRM4"
"43482","237828_at","SRRM4"
"43483","239460_at",""
"43484","239459_s_at",""
"43485","238803_at","HECTD2"
"43486","237255_at","PELATON"
"43487","236655_at","TPD52"
"43488","239307_at","NDE1"
"43489","236984_at","ODAPH"
"43490","236207_at","ITPRID2"
"43491","239309_at","DLX6"
"43492","236639_at","SLC16A12-AS1"
"43493","240101_at","STAM-DT"
"43494","239187_at","DCAF16"
"43495","239248_at","SDCBP2-AS1"
"43496","236520_at","SDCBP2-AS1"
"43497","235577_at","ZNF652"
"43498","238668_at","NCKAP1L"
"43499","238179_at","SPG7"
"43500","239983_at","SLC30A8"
"43501","237421_at",""
"43502","236218_at","PHOSPHO1"
"43503","239103_at",""
"43504","240268_at","LINC02372"
"43505","238515_at","NUDT16"
"43506","236564_at",""
"43507","240324_at",""
"43508","239707_at","SLC5A10"
"43509","236034_at","ANGPT2"
"43510","237261_at","ANGPT2"
"43511","236618_at","MROH8"
"43512","237109_at","TOM1L2"
"43513","235730_at","NUTM2B-AS1"
"43514","238798_at","TAPT1"
"43515","236018_at","ADAL"
"43516","238424_at","ADAL"
"43517","239711_at","ADAL"
"43518","237425_at","SORCS3-AS1"
"43519","237186_at","KCNJ5"
"43520","238780_s_at","KCNJ5"
"43521","236156_at","LIPA"
"43522","238562_at","UTP23"
"43523","238561_s_at","UTP23"
"43524","238782_at","WDR13"
"43525","237206_at","MYOCD"
"43526","239732_x_at","FAM47C"
"43527","238567_at","SGPP2"
"43528","235545_at","DEPDC1"
"43529","238805_at","HSPB2-C11orf52"
"43530","238805_at","C11orf52"
"43531","237212_at","STEAP3"
"43532","235746_s_at","PLA2R1"
"43533","240039_at","PLA2R1"
"43534","236072_at","ATAD1"
"43535","239369_at","LCN8"
"43536","237543_at","TBC1D8-AS1"
"43537","239204_at","ZNF75A"
"43538","238947_at","MFSD3"
"43539","237789_at","DHCR24-DT"
"43540","236787_at","LINC01943"
"43541","239433_at","LRRC8E"
"43542","235590_at","SLF2"
"43543","238545_at","BRD7"
"43544","236321_at","FAM200B"
"43545","236365_at","C1QTNF3-AMACR"
"43546","236760_at","AMMECR1"
"43547","238829_at","EIF3J"
"43548","239584_at","LINC02388"
"43549","235604_x_at","ZNF493"
"43550","240155_x_at","ZNF493"
"43551","235889_at","RSPH3"
"43552","240294_at","HIPK2"
"43553","235706_at","CPM"
"43554","238057_at","USP45"
"43555","236362_at","INSYN1-AS1"
"43556","235778_s_at","ANKRD44"
"43557","235777_at","ANKRD44"
"43558","239423_at",""
"43559","239328_at","RCSD1"
"43560","236587_at","DNAAF11"
"43561","239998_at","C10orf53"
"43562","236585_at",""
"43563","238692_at","ABTB3"
"43564","236622_at","PIGM"
"43565","235532_at","PIGM"
"43566","235708_at","KLB"
"43567","237608_at","KCNH7-AS1"
"43568","236138_at","LMBRD2"
"43569","237021_at","CEP83-DT"
"43570","236335_at","GUCY1A2"
"43571","237260_at",""
"43572","238638_at","SLC37A2"
"43573","237848_at",""
"43574","239821_at","BRI3"
"43575","238497_at","TLCD5"
"43576","237559_at","GPR55"
"43577","236027_at","SFR1"
"43578","238794_at","SFR1"
"43579","238293_at",""
"43580","238699_s_at","CASK"
"43581","238698_at","CASK"
"43582","237204_at",""
"43583","237759_at","CD48"
"43584","235887_at","HIC1"
"43585","239435_x_at","SHROOM1"
"43586","238575_at","OSBPL6"
"43587","236261_at","OSBPL6"
"43588","238754_at",""
"43589","237413_at","MAPK10"
"43590","235677_at","TSR1"
"43591","239042_at","TSR1"
"43592","239669_at",""
"43593","237063_at",""
"43594","236425_at","LUC7L2"
"43595","236508_at","SLC6A5"
"43596","236262_at","MMRN2"
"43597","238753_at","NCS1"
"43598","236377_at","TMEM132D"
"43599","239789_at","CSTPP1"
"43600","239637_at","RAB18"
"43601","238533_at","EPHA7"
"43602","239221_at","ADGRA1"
"43603","240051_at","TPD52L3"
"43604","236041_at","TBC1D9B"
"43605","236030_at","RCOR2"
"43606","236497_at",""
"43607","236614_at",""
"43608","235975_at","MTO1"
"43609","235736_at","SMKR1"
"43610","239952_at","ZEB1"
"43611","236208_at","MOCS2"
"43612","237476_at",""
"43613","235689_at","MTFMT"
"43614","237896_at","NODAL"
"43615","239538_at","ZRANB3"
"43616","239385_at","TFG"
"43617","236453_at","RPL7AP45"
"43618","238991_at","ASB1"
"43619","238862_at","MFSD4A"
"43620","239304_at","MFSD4A"
"43621","238319_at","PRKAG2-AS2"
"43622","238724_at","BPGM"
"43623","236808_at","FGFR1OP2"
"43624","235700_at","CT45A1"
"43625","235700_at","CT45A5"
"43626","236188_s_at",""
"43627","238423_at","SYTL3"
"43628","239077_at","CSGALNACT2"
"43629","240081_at","MYO5C"
"43630","237170_at",""
"43631","238218_at","OOEP"
"43632","237363_at","SPATA6L"
"43633","235599_at","LINC01139"
"43634","238922_at","IARS1"
"43635","239794_at","IARS1"
"43636","237619_at","FAM217A"
"43637","240029_at","C11orf94"
"43638","238723_at","ATXN3"
"43639","236731_at","LRRC2-AS1"
"43640","239593_at","TMEM213"
"43641","240183_at","TMEM213"
"43642","236330_at","TM2D3"
"43643","238761_at","ELK4"
"43644","240376_s_at",""
"43645","236658_at","RPS6KA2-AS1"
"43646","239388_at","RNASET2"
"43647","238863_x_at","COG8"
"43648","238863_x_at","PDF"
"43649","236430_at","TMED6"
"43650","238584_at","IQCA1"
"43651","235872_at","TERF2"
"43652","236217_at","SLC31A1"
"43653","238554_at",""
"43654","235823_at","ACSF3"
"43655","239665_at",""
"43656","237000_at","WDR31"
"43657","237910_x_at","RBM12B"
"43658","238122_at","RBM12B"
"43659","240127_at","RBM12B"
"43660","239211_at",""
"43661","237494_at",""
"43662","239839_at","ZNF555"
"43663","235634_at","PURG"
"43664","235692_at","SH3KBP1"
"43665","240168_at","XPO7"
"43666","235796_at","XPO7"
"43667","236126_at","ACVR2B"
"43668","239377_at","EIF1AD"
"43669","235513_at","ZNF398"
"43670","236939_at","HACD4"
"43671","238460_at","FAM83A"
"43672","238741_at","FAM83A"
"43673","239586_at","FAM83A"
"43674","239576_at","MTUS1"
"43675","238810_at","RFX3"
"43676","239768_x_at","GPATCH2"
"43677","236026_at","GPATCH2"
"43678","237162_at","KANK1"
"43679","238789_at","KANK1"
"43680","235614_at","TMEM151A"
"43681","236345_at","TBXAS1"
"43682","236576_at","CTNNA3"
"43683","236225_at","GGT6"
"43684","235720_at","CRIP3"
"43685","238852_at","PRRX1"
"43686","235932_x_at","HMCN2"
"43687","238669_at","PTGS1"
"43688","239360_at","LYPLAL1-AS1"
"43689","239109_at","SYT15B"
"43690","239110_s_at","SYT15B"
"43691","239921_at","COL28A1"
"43692","235751_s_at","VMO1"
"43693","235721_at","DTX3"
"43694","240332_at",""
"43695","235562_at","C3orf70"
"43696","236937_at","VPS8"
"43697","238665_at","ZNF865"
"43698","236645_at","HBP1"
"43699","239741_at","PYGO1"
"43700","236491_at","GNB5"
"43701","236724_at","CFC1B"
"43702","238474_at","NUP43"
"43703","238542_at","ULBP2"
"43704","236812_at","STMN4"
"43705","238778_at","MPP7"
"43706","238451_at","MPP7"
"43707","237495_at","MPP7"
"43708","238725_at","IRF1"
"43709","239047_at","PABIR3"
"43710","239616_at","REXO2"
"43711","235978_at","FABP4"
"43712","238219_at","C12orf50"
"43713","239670_at","WNK2"
"43714","237271_at","C7orf77"
"43715","238499_at","SLC45A3"
"43716","240153_at","ILDR2"
"43717","235987_at",""
"43718","236747_at","CLIP1-AS1"
"43719","238771_at","FBRS"
"43720","236249_at","IKBIP"
"43721","237863_at","TMPO"
"43722","239266_at","SNHG5"
"43723","237595_at","LMX1A-AS2"
"43724","240209_at","C16orf78"
"43725","237250_at","GABRA2"
"43726","235930_at","KCNMB4"
"43727","235596_at","GTF2H2C"
"43728","235492_at","RNF217"
"43729","238835_at","AVPR1A"
"43730","238583_at","MSRB3"
"43731","238675_x_at","BTF3L4"
"43732","239242_at","SLC25A5-AS1"
"43733","235937_at","OCLN"
"43734","237908_at","FTX"
"43735","239008_at","FTX"
"43736","235553_at","GAPVD1"
"43737","236068_s_at","C3orf14"
"43738","239422_at","GPC2"
"43739","238612_at","BRD4"
"43740","240360_at","BRD4"
"43741","239349_at","C1QTNF7"
"43742","238192_at","ZNF268"
"43743","238030_at","ZNF268"
"43744","239580_at","GUCY1A1"
"43745","237817_at","SSR3"
"43746","239937_at","ZNF207"
"43747","237801_at",""
"43748","235536_at","SNORD89"
"43749","238885_at","KIAA1549"
"43750","235799_at","NSL1"
"43751","236705_at","TMEM196"
"43752","240140_s_at","LRIG1"
"43753","238339_x_at","LRIG1"
"43754","238655_at","ACAD10"
"43755","237482_s_at","ACAD10"
"43756","239275_at","FRMPD2B"
"43757","236927_at","SVEP1"
"43758","238779_at","DCP2"
"43759","236711_at","ZIC4"
"43760","239930_at","GALNT2"
"43761","236899_at",""
"43762","235715_at","SYCE1"
"43763","239875_at",""
"43764","238331_at","SPRN"
"43765","235982_at","FCRL1"
"43766","235781_at","CACNA1B"
"43767","239258_at","RHOQ"
"43768","239050_s_at","CRIPT"
"43769","239049_at","CRIPT"
"43770","237603_at","C1orf100"
"43771","236095_at","NTRK2"
"43772","240180_at","MAP7"
"43773","235626_at","CAMK1D"
"43774","237222_at","FSD2"
"43775","237829_at",""
"43776","239203_at","LSMEM1"
"43777","239933_x_at","BBOF1"
"43778","237056_at","INSC"
"43779","238958_at","NKIRAS1"
"43780","238716_at",""
"43781","240236_at","STXBP5L"
"43782","238458_at","MICU3"
"43783","236744_at","AJM1"
"43784","238444_at","ZNF618"
"43785","236886_at","NINJ2-AS1"
"43786","236920_at","RHOXF2B"
"43787","236493_at","RHOXF1"
"43788","236920_at","RHOXF2"
"43789","236493_at","NKAPP1"
"43790","236581_at",""
"43791","237905_at","KRT25"
"43792","240388_at","KRT27"
"43793","236042_at",""
"43794","239027_at","DOCK8"
"43795","236294_at","HUWE1"
"43796","237675_at","BRINP3-DT"
"43797","239026_x_at","AGAP3"
"43798","237687_at","AGBL1"
"43799","235745_at","ERN1"
"43800","239045_at","ERN1"
"43801","236186_x_at","IL17RE"
"43802","239828_at","AK9"
"43803","239188_at","PPP2R3C"
"43804","236278_at","H3C6"
"43805","240329_at","PTP4A1"
"43806","239107_at","ZNF280D"
"43807","240170_at","LSM12"
"43808","236070_at",""
"43809","236170_x_at","HERPUD2-AS1"
"43810","236491_at","BCL2L10"
"43811","240186_at","MAGI2"
"43812","239922_at","CCDC142"
"43813","240181_at","ZSCAN12"
"43814","237550_at","LINC01735"
"43815","238291_at","UFL1"
"43816","238311_at","UFL1"
"43817","239671_at","SYT16"
"43818","235759_at",""
"43819","236055_at","DQX1"
"43820","236087_at","ABLIM2"
"43821","239006_at","SLC26A7"
"43822","238704_at",""
"43823","239515_at","SPA17"
"43824","240300_at","TK2"
"43825","236359_at","SCN4B"
"43826","236203_at","HLA-DQA1"
"43827","238650_x_at","WDR89"
"43828","238820_at","TMEM229B"
"43829","240320_at","RNF212B"
"43830","236888_at",""
"43831","236888_at","CAPZA3"
"43832","235852_at","STON2"
"43833","239748_x_at","OCIAD1"
"43834","238838_at","TCERG1"
"43835","239786_at","DCN"
"43836","236421_at","ANKRD45"
"43837","239128_at","TMEM221"
"43838","239128_at",""
"43839","239790_s_at","EXOSC2"
"43840","240160_x_at","SMYD3-IT1"
"43841","238506_at","LRRC58"
"43842","236583_at","GIMAP1"
"43843","236401_at","GIMAP1"
"43844","239929_at","PM20D1"
"43845","237418_at","CDK5RAP2"
"43846","240373_at","CACTIN"
"43847","237990_x_at","CACTIN"
"43848","237563_s_at",""
"43849","237564_at",""
"43850","236905_at","NUP133"
"43851","237808_at","ST7-AS2"
"43852","235764_at","PRDM5"
"43853","236902_at",""
"43854","239432_at","PSMA3-AS1"
"43855","240391_at","NDUFB2"
"43856","236303_at","ARF3"
"43857","238152_at","ZFTA"
"43858","237083_at","MRPS33"
"43859","238004_at","PGBD2"
"43860","236786_at","FAM135B"
"43861","238494_at","TRAF3IP1"
"43862","239623_at","C5orf63"
"43863","236642_at","C5orf63"
"43864","238164_at","USP6NL"
"43865","239197_s_at","EZH1"
"43866","239198_at","EZH1"
"43867","239801_at","RNF40"
"43868","238602_at","DIS3L2"
"43869","239793_at","KLC1"
"43870","235801_at","TUSC3"
"43871","240343_at","LEF1"
"43872","238615_at","ERLIN2"
"43873","240117_at","FBN3"
"43874","235828_at","PRELID2"
"43875","236513_at","PRELID2"
"43876","239444_at",""
"43877","238706_at","TENT2"
"43878","240192_at","GATA3-AS1"
"43879","236222_at","CFAP91"
"43880","238430_x_at","SLFN5"
"43881","239694_at","TRIM7"
"43882","239864_at","BBIP1"
"43883","236043_at","BBIP1"
"43884","240021_at",""
"43885","236131_at",""
"43886","236481_at","FAH"
"43887","238981_at","TMEM223"
"43888","235695_at","INPP4A"
"43889","236709_at","CTXND1"
"43890","235916_at","YPEL4"
"43891","238435_at",""
"43892","236641_at","KIF14"
"43893","239275_at","FRMPD2"
"43894","238609_at","FAM200A"
"43895","237382_at","COLGALT2"
"43896","236914_at",""
"43897","239529_at","DCANP1"
"43898","236673_at","TIFAB"
"43899","239529_at","TIFAB"
"43900","239247_at","CD99P1"
"43901","238143_at","LYPD8"
"43902","237086_at","FOXA1"
"43903","237434_x_at","MSANTD1"
"43904","236220_at","SLC16A10"
"43905","238255_at",""
"43906","238503_at","CNIH3"
"43907","237161_at","FBN1-DT"
"43908","237743_at",""
"43909","239289_x_at","FAN1"
"43910","240284_x_at","MIR200C"
"43911","240284_x_at","MIR141"
"43912","237430_at","MIR141"
"43913","237430_at",""
"43914","239798_at","PDK1"
"43915","238589_s_at","ATXN2"
"43916","237070_at","TRPM1"
"43917","238518_x_at","GLYCTK"
"43918","238821_at","CSTF2"
"43919","236008_at",""
"43920","235880_at","SRRM3"
"43921","236780_at",""
"43922","236529_at","SSC4D"
"43923","237272_at","CFAP100-DT"
"43924","237734_s_at","CFAP100-DT"
"43925","237735_at","CFAP100-DT"
"43926","239196_at","ANKRD22"
"43927","238439_at","ANKRD22"
"43928","238512_at","WNT2B"
"43929","236123_at","WNT2B"
"43930","237522_at",""
"43931","236469_at",""
"43932","238050_at","ANTXR2"
"43933","235588_at","ESCO2"
"43934","238625_at","FYB2"
"43935","237894_at","C3orf22"
"43936","235760_at","NSD1"
"43937","240433_x_at","CADM2"
"43938","235659_at","TMEM127"
"43939","235849_at","SCARA5"
"43940","236724_at","CFC1"
"43941","238859_at","FAM149B1"
"43942","235516_at","SEPSECS"
"43943","239619_at","ZNF395"
"43944","239335_at","ZNF710"
"43945","239700_at","ZNF710"
"43946","236502_at","RNU2-22P"
"43947","236473_at","CC2D2A"
"43948","238500_at","EMP2"
"43949","235950_at","ZNF688"
"43950","235546_at","SPINT1"
"43951","235812_at","CNEP1R1"
"43952","239079_at","ADAM7"
"43953","239507_at","LINC00608"
"43954","239506_s_at","LINC00608"
"43955","236986_at","LINC00582"
"43956","238072_at","CLK3"
"43957","239508_x_at","CFAP65"
"43958","235944_at","HMCN1"
"43959","239846_at",""
"43960","236383_at","LYVE1"
"43961","237729_at","RRS1-DT"
"43962","239852_at","MMAA"
"43963","236347_at","MMAA"
"43964","237831_x_at","MMAA"
"43965","237939_at","EPHA5"
"43966","236894_at",""
"43967","235905_at","ZNF704"
"43968","235732_at","ZNF704"
"43969","239105_at",""
"43970","237601_at","LINC02314"
"43971","238426_at","TMEM130"
"43972","238597_at","ANKRD13C"
"43973","236613_at","RBM25"
"43974","238015_at","C4orf46"
"43975","237406_at",""
"43976","236162_at","USP7-AS1"
"43977","236260_at","USP7-AS1"
"43978","236028_at","IBSP"
"43979","238572_at","STK16"
"43980","236572_at",""
"43981","236930_at","NUMB"
"43982","238096_at","RNF227"
"43983","239322_at","CEP41"
"43984","238553_at",""
"43985","239151_at",""
"43986","237620_at","ODF3L2"
"43987","238266_at",""
"43988","235740_at","MCTP1"
"43989","238869_at",""
"43990","237861_at",""
"43991","238608_at","LAMB1"
"43992","236148_at","LINC01852"
"43993","239148_at","MARVELD3"
"43994","239350_at","MARVELD3"
"43995","238298_at","LINC00845"
"43996","237542_at",""
"43997","240005_at","LARP4B"
"43998","236255_at","PLEKHG4B"
"43999","238417_at","PGM2L1"
"44000","238818_at","VIRMA"
"44001","238217_at",""
"44002","236185_at","DCLRE1A"
"44003","237304_at","SYCE2"
"44004","237882_at","MIR372"
"44005","237882_at","MIR373"
"44006","237882_at",""
"44007","238980_x_at","TEPSIN"
"44008","239681_at","TEPSIN"
"44009","236737_at","TEPSIN"
"44010","236195_x_at","PRKCG"
"44011","239590_x_at","CYP4F25P"
"44012","239806_at","RNA5SP111"
"44013","236525_at","FBXO36"
"44014","240383_at","UBE2D3"
"44015","238029_s_at","SLC16A14"
"44016","239345_at","SLC19A3"
